seed,dimension,count,query_index,query_w2,allowed_query_radius,log_error_upper,log_theorem_bound,bound_passed
20260730,140,69,23,0.06255432421712244,0.06950480468569159,-749.0032427704424,-1.5677471079645748,True
20260730,140,69,24,0.06255432421712244,0.06950480468569159,-683.555005985326,-1.5677471079645748,True
20260730,140,69,25,0.06255432421712244,0.06950480468569159,-730.0626652748134,-1.5677471079645748,True
20260730,140,69,26,0.06255432421712244,0.06950480468569159,-711.9466564132172,-1.5677471079645748,True
20260730,140,69,27,0.06255432421712244,0.06950480468569159,-683.1140308692101,-1.5677471079645748,True
20260730,140,69,28,0.06255432421712244,0.06950480468569159,-738.6758443303702,-1.5677471079645748,True
20260730,140,69,29,0.06255432421712244,0.06950480468569159,-720.6623944119037,-1.5677471079645748,True
20260730,140,69,30,0.06255432421712244,0.06950480468569159,-700.4154093976606,-1.5677471079645748,True
20260730,140,69,31,0.06255432421712244,0.06950480468569159,-726.0889614755602,-1.5677471079645748,True
20260730,140,69,32,0.06255432421712244,0.06950480468569159,-761.8786635917482,-1.5677471079645748,True
20260730,140,69,33,0.06255432421712244,0.06950480468569159,-741.3479829144744,-1.5677471079645748,True
20260730,140,69,34,0.06255432421712244,0.06950480468569159,-734.2746625850983,-1.5677471079645748,True
20260730,140,69,35,0.06255432421712244,0.06950480468569159,-705.4182770966928,-1.5677471079645748,True
20260730,140,69,36,0.06255432421712244,0.06950480468569159,-701.4666135734195,-1.5677471079645748,True
20260730,140,69,37,0.06255432421712244,0.06950480468569159,-670.5972062614186,-1.5677471079645748,True
20260730,140,69,38,0.06255432421712244,0.06950480468569159,-682.1737095305396,-1.5677471079645748,True
20260730,140,69,39,0.06255432421712244,0.06950480468569159,-671.4554193848635,-1.5677471079645748,True
20260730,140,69,40,0.06255432421712244,0.06950480468569159,-668.8902647226852,-1.5677471079645748,True
20260730,140,69,41,0.06255432421712244,0.06950480468569159,-676.2548471513355,-1.5677471079645748,True
20260730,140,69,42,0.06255432421712244,0.06950480468569159,-753.2334997855698,-1.5677471079645748,True
20260730,140,69,43,0.06255432421712244,0.06950480468569159,-722.2409884626214,-1.5677471079645748,True
20260730,140,69,44,0.06255432421712244,0.06950480468569159,-699.8907121840517,-1.5677471079645748,True
20260730,140,69,45,0.06255432421712244,0.06950480468569159,-779.6195310341045,-1.5677471079645748,True
20260730,140,69,46,0.06255432421712244,0.06950480468569159,-663.5673065397893,-1.5677471079645748,True
20260730,140,69,47,0.06255432421712244,0.06950480468569159,-755.7874462393653,-1.5677471079645748,True
20260730,140,69,48,0.06255432421712244,0.06950480468569159,-683.5401491017739,-1.5677471079645748,True
20260730,140,69,49,0.06255432421712244,0.06950480468569159,-665.1591205725306,-1.5677471079645748,True
20260730,140,69,50,0.06255432421712244,0.06950480468569159,-724.729775147097,-1.5677471079645748,True
20260730,140,69,51,0.06255432421712244,0.06950480468569159,-641.729407976487,-1.5677471079645748,True
20260730,140,69,52,0.06255432421712244,0.06950480468569159,-670.1508274543355,-1.5677471079645748,True
20260730,140,69,53,0.06255432421712244,0.06950480468569159,-718.275261575066,-1.5677471079645748,True
20260730,140,69,54,0.06255432421712244,0.06950480468569159,-725.2425513826815,-1.5677471079645748,True
